id	text	count
33	now, as a member of my team, you can make the equally-useful observations that the sky is blue, i'm wearing pants, and i'm ignoring your first observation.	6810
34	sometimes, the best way to connect with someone is stop thinking about them and focus on yourself.	6769
35	all this time i've been blind to this waking life now i see it everywhere 'cause i'm not lost just looking for the prince yeah and i'm taking it one day at a time hey.	6697
36	foreman, since telling people how to do their job is your job, but when your less-than-competent administration of this hospital affects what's written on my whiteboard.	6690
37	they'll zip you up and dress you down and stand you in a row but you know you don't have to you can just say no okay.	6690
38	then you have creepy neighbors, because there were photos of you and your kids all over.	6683
39	of course i do, but this is about your daughter too and i'm not gonna do something like this without your support.	6675
40	your drinking wasn't funny then, and it's not funny now.	6658
41	if you're asking if your job is safe, that depends on what you have to say about the file you're holding.	6586
42	and you're here in my heart like when i gave you that necklace that you just dumped in the ocean.	6569
43	okay, and i'm sure you're a nice person, but i just moved from atlanta, and it's my first time at this gym, so definitely don't know who this taub guy is, but i already agree.	6542
44	your shoes-- a different, expensive pair every day, but never leather, which means you're both rich and liberal.	6455
45	can you dispute the possibility that, had you visited the patient sooner, maybe talked to the wife, been directed to one of the students, that this case might have ended very differently?	6437
46	i can't decide whether to take out an i told you so ad in the new england journal or stay classy and just spray-paint it on your car.	6431
47	on the other hand, maybe you're fat enough to get diabetes even without him.	6380
48	i may be a little out of bounds here, but in case there are complications, it might be a good time to come clean to your son, let his father visit.	6353
49	i gather from the silence that either you all agree with chase or you're just staring at his emasculated brow.	6347
50	you don't think i knew house was gonna tell you to ignore me and not do the ultrasound?	6335
51	you told the mom something you want to believe because you don't want to believe that this girl might be doing fine parent-free.	6286
52	you have to tell the new doctors that he needs total body radiation and plasmapheresis.	6275
53	like an idiot, i went out with my girlfriends to pretend i have a life, when all i did was flirt with guys who'd have no interest in a mom, miss the baby i couldn't wait to get rid of, and then get yelled at by my mom for staying out too late.	6265
54	and your perverse view of the world is making you force a neurological component onto an obviously cardiological-- your parents didn't love you enough.	6261
55	my theory is that you're running a battery of tests to convince him that you saved his life, then con him into funding you to hire back your team.	6251
56	we know there are some issues there, but your bone marrow could cure him.	6243
57	unless one of your index cards actually predicted the guy was gonna punch his wife, everything you're saying is post hoc rationalization.	6236
58	if you kept him on them like i said, he wouldn't have gotten agitated and punched his wife.	6225
59	and although his kids are old enough to want daddy dead, they're still to young to do anything about it.	6221
60	this is what you said you wanted, but you're actually more upset now that her husband knows.	6194
61	now, i love you and all, my brother, but not as much as i love my gang of crazy, roided-out nazi bitches.	6188
62	that the defendant couldn't have possibly committed the robbery because he was with you watching martin brodeur shut out the rangers.	6187
63	did you and the defendant spend the evening of october 8th watching the devils game on tv, or did you just read about the game in the chronicle while concocting this false alibi?	6186
64	it says that you're healthy, you're going back to work, and you're signing the lease that officially moves the company to china.	6174
65	there is a way that you can get your money back.	6161
66	and then what happened?	6154
67	you haven't gotten two consecutive minutes without using the word loyalty, which explains the anger and the low self-esteem, and the desire to feel pretty.	6132
68	if you're motivated by caring, just bear in mind he's a dedicated chemistry teacher with a pretty wife and adoring students, baby on the way.	6124
69	yeah, well, it's probably not a good idea, you know, with us working together.	6100
70	because he sees insecurity, and when house senses weakness, he pounces, and because his insecurity is the fact that other people can have faith and don't have the obsessive need for physical proof.	6099
71	all right, i admit that my natural impulse is to doubt peoples' claims to happiness, but yours is to be a sucker for them.	6095
72	well, if that gift is related to what brought me here, you'll understand if i wanna check the returns policy.	6089
73	half the time you bring your cars into my garage, there's nothing wrong with them.	6084
74	the bet's that i'll get fired after my hearing! i'll take that action too, but you're already a c-note in the hole.	6083
75	the fact that she didn't burst into tears tells me that you never thought he was your dad.	6082
76	if i were to exonerate him, condone his completely reckless, immature, almost misanthropic behavior, i would essentially be sending a message to all the other doctors in this hospital that it's okay to act that way and-- sorry.	6072
77	i got these weird pains in my elbows and in my knees-- you know, what's weirder is how the clinic is a large room and you somehow confused me with it.	6068
78	at least as good as the other 12 times that i've called and paged you in the last three weeks.	6064
79	you're not doing this out of the kindness of your heart.	6049
80	the facts say you should be suspended, which, from what i understand, would mean a revocation of your parole.	6043
81	gotta build and destroy then rebuild and destroy oh, i'm gonna build, build, build destroy then rebuild and destroy why am i watching you cut your hair?	6040
82	you know, i'm sure you're a nice person and you have no idea what you've gotten sucked into, but, really, i'm not interested.	6038
83	what happened the last time another doctor told you i was wrong about a case?	6012
84	why do i need the pen that you always carry around and never write with?	6011
85	if you weren't wrestling with this, i'd say there's something really wrong with you.	5999
86	it's diffused into your skin, and the only way to get rid of it is to get new skin.	5997
87	i also ran the spinal fluid test, and you were right that andrews was wrong.	5984
88	unfortunately, the patuxent river naval air station was gps testing and disrupted the signal, at the exact, same 45 minutes you weren't here.	5982
89	you're testifying, for the record, that you actually used the phrasing unsquint your eyes ?	5976
90	what you actually did was make her emotional and make the board members see her as a victim.	5971
91	working in prison, you learned criminals rarely target random strangers, and you've got more money than you know what to do with, so anything that seems different and fun's worth trying.	5960
92	don't you think she deserves to know why her husband won't bend her over the kitchen counter?	5954
93	i didn't put that there! you're gonna lie to my face, you lying son of a bitch! what?	5944
94	is that your hand near her nether regions?	5938
95	you drove your car into your ex-girlfriend's house and then fled the country for three months.	5937
96	despite the fact that i know there's a gun in here, i'd never find it because you are more devious-- - clever.	5935
97	and you ain't gonna rat me out neither, 'cause you don't wanna get a snitch jacket and wind up shanked in the showers.	5933
98	you hold her hand, get the sister to beg, stick your fingers in your ears, pretend you can't hear.	5921
99	which she'll prove when her parents show up and you start protecting her from them.	5915
100	'cause if it's the same as yesterday you know i'm out just so you know because, because our paths, they cross dad.	5910
101	i mean, do you think my father would have done that for ten minutes?	5902
102	you know, there are platitudes that can help you with that.	5902
103	and only you have dimples, which are adorable, but they're also an x-linked dominant genetic trait.	5890
104	our paths, they cross mm-mm yesterday was hard on all of us on all of us == sync, corrected by if you don't know how to use a computer, we will teach you here.	5880
105	you chose me because you thought i'd have your back and i'd think twice about making a decision that would get you fired.	5879
106	son of a bitch! get away from them! house, house! it's a genetic condition! - shut up! - genetic! your father has the gene.	5868
107	you're done here, just like every other place you've ever set foot in your life.	5864
108	because you're a smart, old-money, trust-fund girl who took this job because your liberal ideology makes you wanna make a difference, but you're already getting bored, and this is interesting.	5856
109	what she does not need is you making this or any other decision.	5856
110	house actually presented the case in that way, or are you just trying to make him look bad?	5849
111	you knew the second you told me about this case that i'd get involved.	5848
112	and your thinking is that only you guys are qualified to sit in this room, doing nothing?	5845
113	in the middle of a procedure that could basically save your life, house is actually trying to drag people away?	5843
114	if all you do is physical therapy and your nighttime version of it, you'll lose your mind faster than you regain those fine motor skills.	5837
115	after you'd administered the heparin, i see there was a discharge order on the chart, and yet the patient never left.	5826
116	either you're getting her gifts because you want her to like you, in which case i don't like you, or you're getting her gifts to screw with her.	5821
117	if i ever see you in here again, i will write you up, and they will revoke your parole.	5820
118	no, but you're not a hypochondriac or you would have imagined some new disease after i shot down the first one.	5813
119	you pull the trigger, i drool a little fake blood, and then i spit out the bullet that the audience thinks i caught in my teeth.	5804
120	start running dna assays for sporotrichosis, meningococcemia, and any other boggle-winning words you can think of.	5803
121	but maybe some of the tripe you learn in anger management class might help keep this guy out of here the next time.	5781
122	you made nice-nice with phil, you decided that he'd make a decent father for thing 2 after all.	5738
123	no! no! no! get the cup! get the cup! just drink it! drink it! no! grab the cup! hands behind your back.	5737
124	this is the only way you're gonna get your answer.	5729
125	only so many hours you can cry and bang on the door before you give up, find something to read.	5724
126	whatever the reason, it boils down to the fact that you may never walk again because house created an atmosphere that promotes recklessness.	5723
127	you don't sleep with the groundskeeper's wife, not unless you're struggling with whether you belong there.	5712
128	this check is for significantly more than what i told you it would take to fund the department.	5711
129	why don't you check his vaccination record before you make another stupid.	5710
130	'cause your only other option is you call and i fire you.	5709
131	this kidney thing is the only evidence you have that he's sick.	5704
132	i'm starting to think, mendelson, that you just really like the taste of my spit.	5681
133	though i can't speak to the details of the case while my disciplinary hearing is pending, i want you to know that i have completed voluntary sexual harassment training.	5677
134	and there's your new team.	5665
135	you were saying something about how i should, like, uh, swab or-- you're confusing me with the clinic again.	5659
136	in a restaurant that's nowhere near your home or the hospital.	5658
137	i'm just glad that the symptoms showed up before you left for china.	5653
138	there are hundreds of people who would do that for you.	5649
139	you and park are checking the motel he was bumping uglies at for environmental factors.	5626
140	you gotta push her neuroses to the point where even she thinks that she's crazy.	5616
141	you skipped over the actual ddx, and now you're averting your eyes.	5612
142	you were the residency director at hopkins before you moved to mercy, which means it's safe to assume that you trained foreman.	5599
143	but if we can wake up and learn that the entire bank system has gone bankrupt overnight, it just seems stupid not to have a jack in the trunk.	5599
144	much as your presence may cause objects to become engorged with blood, sometimes aneurysms just aren't in the mood.	5592
145	what you're headed towards now, 14 hours a day in silent prayer, never having a family, never touching another human being.	5590
146	by your own admission, if you give the patient steroids, two of the three outcomes are gonna make him worse.	5589
147	es ==spread the word== as the new dean of medicine, i'd like to personally welcome all of our new employees and ask, why the hell do you want to come back?	5588
148	praise for the singing praise for the morning praise for them springing are you at least gonna call the cops this time?	5576
149	i'm gonna say it was the ex-girlfriend you cheated on, not the ex-wife you cheated with.	5565
150	telecast, we expect an electric atmosphere in the arena and a sellout crowd of about 10,000 for rubio versus santos, two great fighters with illustrious careers who might have been expected to meet a long time ago.	5546
151	but then you'll get out, and unlike you.	5539
152	your twisted logic can't hide the fact that tricking a patient into being tested is completely unethical.	5532
153	the artery that's bringing blood to your brain, it's coming apart.	5518
154	you're increasing the odds of that every second we waste here.	5515
155	the test is designed to determine if you're-- no, i mean your running a test and discharging me.	5515
156	yeah, honey, i'm gonna need you to let the guys know i'm not gonna be able to play on saturday.	5509
157	a few years of therapy-- why did you lie to me about what you were in for?	5506
158	which is why taub is idiotic to study them, and you're idiotic to attach any significance to them.	5504
159	because no matter how much you wanted to believe in this chaste romance, you didn't buy it either.	5504
160	but i know that all of you know him as the guy that owns the only gas station in town.	5499
161	there's no way someone of your integrity would let me compromise your job in any major way over some tawdry bit of gossip.	5495
162	if that caused swelling in his brainstem, that would have led to eventual loss of consciousness and paralysis.	5492
163	but house doesn't and i don't, so you can wait till he camps out on your parents' lawn or you can admit you don't live on some higher plane and thank me later.	5485
164	you were trying to make up time by showering at the hospital because you're too lazy to buy your own shampoo.	5479
165	halve the clinic hours that you recently doubled and double the hooker budget that you recently halved.	5475
166	interesting that you never showed up at my place, what with your love of annoying me and your inability to take no for an answer.	5467
167	if you think you're up to this job, it's time to lose them.	5466
168	i'm sure your mother's ready for a break by now, huh?	5463
169	but if you're having doubts about chicago, i can call them back.	5456
170	are you really this indifferent to the fact that dr.	5455
171	lie on the ground with your hands behind your head.	5440
172	either way, it's more interesting than whatever you're doing now.	5439
173	which means you were out late drinking with some new girl or because there is no new girl.	5437
174	i'm getting by by the way it's you on my mind would you like to get a drink sometime after work?	5433
175	how about you have one of your peeps on the outside send $200 to my boy up in trenton?	5432
176	you implied that all would have been fine otherwise.	5417
177	you're about to withdraw from the world for good.	5397
178	oh, my god! we need help in here! - go! - and they're off! you bet 100 bucks on a turtle race?	5395
179	getting you out of jail was not a popular decision with the board.	5387
180	until your parents know, you will never see that punch for what it really was.	5386
181	which is why you're not gonna live there either.	5369
182	if he thinks this is the only way to help your patient.	5358
183	you're not the only one whose life spiraled out of control when you got knifed in the ventricle.	5357
184	but let me be clear-- you mouth off to one guard, we catch you with a single cafeteria tray in your cell, you break any rules i don't even remember, you can park your ass here for four more months.	5356
185	so you just ran away, lived with friends, and partied with guys that you knew your parents would hate.	5353
186	i'd say i'm in the book, but not the one you'll be reading from now on.	5352
187	and i think that, if there's any chance i'm gonna walk again, it's because dr.	5346
188	that and the fact that i was right about what's wrong with our patient.	5345
189	because it's the one place you're unable to indulge your self-destructive habits.	5343
190	simon harris filmed the whole thing on his camera phone and posted it on youtube.	5339
191	if it fails, then you will actually have proven that you can control me.	5322
192	you know, that can happen when the nun you woke up with coughs blood on you.	5318
193	which is why you should accept his apology and come back on the team.	5317
194	you're gonna look pretty foolish if that was the wrong guess.	5315
195	hands behind your head! on the ground! you are so lucky.	5307
196	yet you were never anything but courteous to the racists and rapists in prison.	5297
197	i mean, you'll escalate, and then i'll retaliate, and the cycle will continue until we've both gone too far, at which point, i'll.	5294
198	you drove all the way out here just to tell us what you already told us.	5293
199	you're stepping to a guy who outweighs you by 50 pounds, and he was carrying a cane, which, while prison-approved, would still cause some issues if inserted into your colon.	5284
200	well, me and humanity, we got together too young.	5280
201	house has established that that's okay in his world, or his prank war distracted you, or house makes medicine a game, and you just wanted to beat him.	5278
202	wah! wah! wah! wah! wah! [foy vance's be the song] and when you run this is mark sanchez.	5270
203	just because that's what you'd miss the most.	5268
204	in the meantime, there's no way a do-gooder like you has been volunteering all over town-- ladling kittens, spaying soup.	5264
205	come back after you're convinced that i'm healthy, and i will give you your money.	5263
206	try unsquinting your eyes and reading the labs next time.	5263
207	i'm smiling because, for the last 12 hours, i've been picturing you with orange hair.	5260
208	and then when you got tired of being a rebel, you just went home.	5258
209	and some of you may know him as the treasurer of our harvest scholarship fund.	5254
210	followed your advice and took the night off.	5254
211	can't take me down you know, there's a bunch of us going to happy hour after work.	5252
212	if you didn't think he was right, then why did you want us to collect his spinal fluid?	5244
213	there is something in this world you are undeniably great at.	5243
214	and that you were the reason.	5242
215	i know this is hard, and i'm sorry about your wife.	5238
216	but it must've been important that you stayed for both of them.	5237
217	the first thing you said to me was you don't want your old environment.	5219
218	the fact that you see that as inherently bad means you're an irrational patriot.	5219
219	someone who's related to you, does that empirically make them more special?	5218
220	you can't go to their house without foreman's permission.	5209
221	specifically, as it refers to the guy whose name is on the file she still hasn't handed you.	5207
222	i heard about your conversation with the patient's daughter.	5205
223	i gave you time, leeway, and you decided to do whatever the hell you wanted.	5202
224	she gave her notice the day after your incident.	5202
225	which means that you're hanging out in the hospital pretending to work.	5194
226	you just said you wanted to increase the steroids, and now you want to just-- - i changed my mind.	5176
227	then you pumped his body full of iodine and kicked him into thyrotoxicosis.	5175
228	although, if you did come, maybe you could swing by the hunan palace and get some lo mein and a szechuan beef.	5175
229	you're defending the father because you feel like a jerk for baking buns in two different ovens.	5174
230	he comes in with 11 straight knockout wins and we saw how a power puncher with a left hook was able to cut rubio over the right eye in the tenth round of that last fight.	5170
231	i didn't even know you could do this! start the blood thinners.	5159
232	peek-a-boo! peek-a-boo! how do you keep doing the same thing over and over with the same level of enthusiasm?	5155
233	i know you'd like to make it about me, because then it wouldn't be about you.	5146
234	get the lecture out of your system so we can talk about my case.	5143
235	the plasmapheresis hasn't had time to work, but ttp is our most likely-- okay, i'm just-- i have to go look for him.	5141
236	you want to protect her because you think she's fine on her own, outside the system.	5138
237	how'd you get the firing wire into the vicodin bottle without me noticing?	5135
238	well, when someone asks if you want coffee, they obviously don't just mean coffee.	5134
239	it should open up the airways and buy you some time until the lungs are ready.	5132
240	there are 70,000 people in this country on the active waiting list for a kidney, and less than 10,000 dead people a year to give them one.	5128
241	we were talking about how you got the abrasions on your knees.	5124
242	your friends, your girl, everyone you worked with, they've moved on.	5122
243	i thought i was here to treat the patients, not entertain you.	5121
244	if you'd have seen some of the kitchens or the processing plants i have, you'd cook all your own food too.	5120
245	i vouch for you to the cops, you take some parole-violating detour celebrating your freedom, justified, of course, by some absurd theory connecting it to donor.	5119
246	if you hadn't been screwing with me and put the idea in my head.	5119
247	i'd apologize again, but i'm still waiting for you to accept the first one.	5118
248	i consider these grounds to be a holy place, and i would ask you to observe them with due decorum.	5115
249	we're going off the record because this is irrelevant, or are you gonna hit me?	5113
250	if you had sabotaged her hearing, she would have gotten more than a slap on the wrist.	5110
251	the whole town knows that you're in the hospital.	5110
252	you see what the patient says about drug use when her mother's out of the room.	5110
253	if you believe me, then this issue will be resolved with no further action necessary.	5108
254	my father, but-- his place or yours?	5100
255	and i'm an idiot for thinking that your addictions were limited to pills, anti-social behavior, and sarcasm.	5095
256	it's not the place to exorcise your guilt.	5085
257	when that doesn't do it anymore, then you'll just.	5081
258	two of you start treatment with corticosteroids and epinephrine while you run the scratch test.	5078
259	you know, i just got off the phone with some investors.	5074
260	you really like the idea, or you just want to grab some hair for a dna test?	5059
261	i'll watch the baby again, and you can get a real night's sleep.	5054
262	i'm ju reading the notes on your desk.	5054
263	no, the part where he said that baby doesn't need you.	5052
264	they decided that your being stabbed.	5048
265	and, if you can honestly say that you don't like me, you don't have fun with me, i can accept that.	5039
266	even if your patient dies, someone will get the lungs.	5038
267	if you're just looking to amuse yourself at my expense, then no.	5034
268	you're the one who brought andrews in.	5033
269	because dangerous people don't break into your home, they live in it.	5032
270	while i'm in the little boys' room, you can pretend that i'm seriously considering that idea.	5031
271	don't worry, i know you're not the relationship type.	5027
272	and the subsequent lingering black mark on your record.	5026
273	it was just your misinterpretation of them.	5018
274	you can recognize that your patient is just a very nice, healthy guy, and send him home, or you can consider altruism a symptom.	5017
275	do you know any of the kids at the party with your son?	5014
276	you can't, and neither can i.	5010
277	you're trying to get me to define myself as a subordinate to keep me from ever intervening, even if it's fully in the scope of my duties.	5010
278	i can't go back there! you may have a fungal infection.	5009
279	why don't you go tell the guy you're sorry-- i didn't do anything wrong.	5008
280	sometimes, you just don't get the job, but.	5000
281	because for some patients the diagnosis of anxiety disorder can actually increase anxiety, which is also why i told him he had a minor respiratory infection that was easily curable by the medication.	4999
282	i'll get the car and meet you out front.	4995
283	and you're definitely the type who'd want a gun.	4993
284	if your own kids are a scheduling item, maybe you should let one of them move.	4993
285	before we proceed any further, doctor, i'd like inquire as to exactly what procedure you intend to perform on the remains.	4989
286	i don't want to let house sabotage himself by sabotaging me, and i need your guidance and your trust to do that.	4987
287	not only was there a gut tuck, nose tuck, and arse tuck, but her new, fake norks stick out like nuts on a mutt.	4986
288	you've got, like, 20 pages of notes there.	4981
289	you'd rather have house fire you than foreman?	4976
290	so about the inhaler for my asthma, i was-- sorry! hospital policy specifically prohibits me from giving meds to unrelated homeless people pretending to be father and daughter.	4968
291	tertiary syphilis means you've had the disease for at least that long.	4968
292	i'm not the man you thought i was.	4968
293	you took the first deal they offered you, because you wanted to punish yourself.	4967
294	the transplant team will meet you there with updates from the past two hours.	4966
295	that memory that she let son of bozo establish is making him chase his father's moronic profession when he could be living the high life in portland.	4961
296	you knew that your patient was at risk for a psychotic break when you brought a scalpel within his reach.	4958
297	if he throws a clot and strokes out, you can use the x-ray to do the autopsy.	4951
298	just can't stand to think of all those patients going untreated because i don't have the resources to do my best work.	4948
299	sorry to mess with your world view, but i'm not messed up, so my parents couldn't have messed me up.	4947
300	why a man in your position, with your abilities, is incapable of shaking the impulse to act like an ass.	4946
301	lying, neglecting responsibilities, and you can't stop, no matter how devastating the consequences.	4934
302	are you saying that because you believe it, or because it's in your financial best interest to think his generosity isn't just temporary?	4927
303	and do you think i should sacrifice myself from their lives?	4921
304	how do you know about my first kid-- didn't even squeeze out a single tear at the funeral.	4921
305	don't you think it's a little early to be dragging up our baggage in front of each other?	4919
306	you're forgetting the wrinkly clump in the middle of his shirt.	4913
307	your biological father was a decent, god-fearing minister.	4909
308	if knew if you'd learned nothing else in here, you'd learned the smart thing is to fall in line.	4907
309	looks like you might actually be telling the truth about something.	4907
310	if you don't mind paying a fortune in child support for some other guy's kids, no skin cells off my cheek.	4905
311	when your dad showed up unexpectedly, house have a hand in that?	4904
312	i got a call saying-- i'm here to find out why you didn't care about your first kid.	4902
313	you're trying to make sure she's either perfect or dead.	4901
314	i'm not lost i'm just looking for the prince and i'm taking it one step at a time and i'm getting by  	4899
315	you torched, nuked, and salted the earth with them.	4892
316	the patient had low opening pressure on his lp.	4882
317	confirm that we did major abdominal surgery on him and then completely forgot about it.	4880
318	! we have a little problem here! i need backup, i need backup! alvarez! mendelson! sullivan! mendelson! you're gonna pay for this.	4876
319	your patients love you because you're empathetic.	4869
320	i know i'm not any good at being a clown yet, but when i do get a laugh and see those kids' eyes light up, that's how my dad made me feel when i was a kid.	4858
321	the legendary night on which we watch santos shatter rubio's jaw and you epically pay me $50.	4858
322	we know what you're trying to do, and it's not gonna work.	4851
323	foreman, members of the committee, thank you for giving me this opportunity to speak to you today, i.	4851
324	what about juice boxes in the break room for the children you'll be hiring?	4849
325	i'm sorry the first time i had both of you together i had to wk.	4849
326	it's good to see you in the hospital, as a patient if not as a doctor.	4847
327	weathers, i am sure you're right, but we need to be thorough.	4846
328	and i'm not just saying that because you own a gun.	4838
329	and that's what you took away from this situation?	4838
330	if the latter was prone to violence, you'd have been scattered in various dumpsters years ago.	4837
331	the good news is the poison didn't come from your wife.	4832
332	you're trying to score points with him at the risk of a patient's life.	4828
333	i'm guessing it has something to do with the funeral you attended yesterday morning.	4828
334	that fire, the bruise on your face.	4827
335	i didn't want you and the kids to worry.	4825
336	whatever test will prove there was an echovirus-irus-irus, and he's not cured, obviously.	4821
337	your pants are a size too short, so either you grew a couple of inches or you grabbed the closest size in a thrift store.	4821
338	you're the dog that's chasing the popemobile.	4819
339	so you don't date anyone unless i put the idea in your head.	4818
340	well, if i wanted to do that, i'd tell you how much the nurses hate you.	4808
341	as long as you keep dealing with your doubts in the same way then.	4804
342	you probably wouldn't want to have sex with them.	4803
343	but when you think about the consequences-- okay, let's go.	4800
344	he has alzheimer's! it's freezing outside, and he's sick! i mean, you don't even know what it is yet, do you?	4795
345	you're the reason i'm out of the big house.	4793
346	you mentioned your car was in the shop.	4792
347	which means i wouldn't be preparing for their visit this week by child locking all my cabinets, padding table corners, and getting rid of every single magazine.	4791
348	see, the beauty of the plan is that if it works, you think you can control me.	4785
349	but you know what the rules are.	4782
350	if i just consider the file, the facts aren't in your favor.	4780
351	your bigger problem is, the people who design those things aren't idiots.	4780
352	i knew that her daughter was at grandma's, like every friday, and i saw everyone else move into the living room.	4779
353	and neither should you.	4778
354	then why are you doing this?	4777
355	i'm betting on them both being yours.	4771
356	you said that 9:00 was the premium slot.	4771
357	i'm betting on the last one.	4768
358	but he's not in prison, and it's kind of hard to gas a guy unless you can seal him in a room first.	4767
359	nothing! you can't prove otherwise.	4767
360	because you're not gonna be able to breathe.	4767
361	you think that's gonna last through the ages?	4764
362	no, it was just something i'd been thinking about and i figured, what the heck?	4762
363	despite what the media would have us believe, you think we live in a very safe world.	4759
364	many of our clients have struggled with addiction, and, if you want to get clean, we'll help you do that.	4757
365	you think you should kill yourself if you become a burden to the people who love you?	4757
366	i'm here because i have time and you have a crisis and i-- we're too busy for rationalizations.	4756
367	this diagnosis was brought to you by the letter y.	4753
368	personally, i applaud your decision to step down off your cross and get on with your life, but your misplaced guilt is shutting down your brain.	4750
369	i need you to solve this, and i need you to do it without making me look like i can't control you.	4749
370	if it was an allergic reaction, the corticosteroids and epinephrine would have made him better, not worse.	4745
371	you think it's the end of the world, but you wanted kids.	4740
372	you know the minute you recommend firing anyone, they start discussing how big a bonus to give them.	4739
373	you do know i punched the last person that pissed me off?	4738
374	house took your results after he manipulated you into providing them.	4736
375	coworker whom you've known for almost ten years who nearly died and who's still scared he may not walk.	4732
376	if you had actually been in the room, questioning the patient, you could read body language, you could ask follow-up questions, warn him of the costs of lying to you.	4726
377	the fourth thing you said was, where's my old environment?	4725
378	you forced me to go with the options here.	4724
379	you don't remember your father.	4722
380	all you've proven is there's an anomaly in his chest.	4716
381	the good news is, made me realize that you were right.	4715
382	i know, which means you can't go either.	4714
383	you could probably just hide the porn in your underwear drawer.	4711
384	is that what happened to you when you entered the seminary?	4708
385	you're not working for house anymore, which means you no longer have him to blame if you get caught.	4703
386	he's got a point, but i'll let you make the call.	4703
387	probably want to boil the kids for a couple hours when you get home.	4702
388	in light of what happened, you still think it was the perfect diagnostic moment?	4700
389	it's like you getting two women pregnant at the same time.	4699
390	is there someone you want me to call?	4697
391	i assume you dosed the patient because you're really certain he has a neurological condition?	4696
392	just one life, until the other one's mommy meets someone nicer than you.	4695
393	but what did you learn about me that you hadn't known for years?	4693
394	your patient was doubled over in pain and coughing up blood, and you found that interesting?	4691
395	i think you're right about the strep.	4687
396	aren't you supposed to figure out what you can sacrifice to maximize their niceness?	4683
397	the fact is, once i saw those incompletes, i knew your parents screwed you up.	4680
398	he smacked his head against the wall.	4680
399	so you do realize that it is unacceptable to hit someone in the workplace?	4679
400	this is how you plan to get to the boxing game?	4678
401	i had sophie again last night and ruby slept in my guest room, which has nothing to do with phil, who will never be a father to my children.	4675
402	i have no idea what flavor you are, so i decided to cover the spread.	4664
403	the food that you're eating to stop making you sick is making you sick.	4664
404	i think your symptoms are the result of alcohol abuse.	4662
405	are you sure there's no one on the father's side of the family?	4660
406	neither have you-- analyze it however you like.	4659
407	you know what else doesn't show up in the blood work?	4658
408	or they love you too much, so you need to prove your humility.	4658
409	and old team for the win! not that i'm keeping score.	4654
410	[schuyler fisk's waking life] there's an anchor that's pulling on my heart and it's deep in the water - hey.	4650
