id	text	count
32	You knew it was encephalitis, but you waited for me to say it because then with my ego boosted, you thought I'd be in the mood to take off your monitor because I'd think I could control you.	6846
33	Now, as a member of my team, you can make the equally-useful observations that the sky is blue, I'm wearing pants, and I'm ignoring your first observation.	6810
34	Sometimes, the best way to connect with someone is stop thinking about them and focus on yourself.	6769
35	All this time I've been blind to this waking life now I see it everywhere 'cause I'm not lost just looking for the prince yeah and I'm taking it one day at a time Hey.	6697
36	Foreman, since telling people how to do their job is your job, but when your less-than-competent administration of this hospital affects what's written on my whiteboard.	6690
37	They'll zip you up and dress you down and stand you in a row but you know you don't have to you can just say no Okay.	6690
38	Then you have creepy neighbors, because there were photos of you and your kids all over.	6683
39	Of course I do, but this is about your daughter too and I'm not gonna do something like this without your support.	6675
40	Your drinking wasn't funny then, and it's not funny now.	6658
41	If you're asking if your job is safe, that depends on what you have to say about the file you're holding.	6586
42	And you're here in my heart Like when I gave you that necklace that you just dumped in the ocean.	6569
43	Okay, and I'm sure you're a nice person, but I just moved from Atlanta, and it's my first time at this gym, so definitely don't know who this Taub guy is, but I already agree.	6542
44	Your shoes-- a different, expensive pair every day, but never leather, which means you're both rich and liberal.	6455
45	Can you dispute the possibility that, had you visited the patient sooner, maybe talked to the wife, been directed to one of the students, that this case might have ended very differently?	6437
46	I can't decide whether to take out an I told you so ad in the New England Journal or stay classy and just spray-paint it on your car.	6431
47	On the other hand, maybe you're fat enough to get diabetes even without him.	6380
48	I may be a little out of bounds here, but in case there are complications, it might be a good time to come clean to your son, let his father visit.	6353
49	I gather from the silence that either you all agree with Chase or you're just staring at his emasculated brow.	6347
50	You don't think I knew House was gonna tell you to ignore me and not do the ultrasound?	6335
51	You told the mom something you want to believe because you don't want to believe that this girl might be doing fine parent-free.	6286
52	You have to tell the new doctors that he needs total body radiation and plasmapheresis.	6275
53	Like an idiot, I went out with my girlfriends to pretend I have a life, when all I did was flirt with guys who'd have no interest in a mom, miss the baby I couldn't wait to get rid of, and then get yelled at by my mom for staying out too late.	6265
54	And your perverse view of the world is making you force a neurological component onto an obviously cardiological-- Your parents didn't love you enough.	6261
55	My theory is that you're running a battery of tests to convince him that you saved his life, then con him into funding you to hire back your team.	6251
56	We know there are some issues there, but your bone marrow could cure him.	6243
57	Unless one of your index cards actually predicted the guy was gonna punch his wife, everything you're saying is post hoc rationalization.	6236
58	If you kept him on them like I said, he wouldn't have gotten agitated and punched his wife.	6225
59	And although his kids are old enough to want daddy dead, they're still to young to do anything about it.	6221
60	This is what you said you wanted, but you're actually more upset now that her husband knows.	6194
61	Now, I love you and all, my brother, but not as much as I love my gang of crazy, roided-out Nazi bitches.	6188
62	That the defendant couldn't have possibly committed the robbery because he was with you watching Martin Brodeur shut out the Rangers.	6187
63	Did you and the defendant spend the evening of October 8th watching the Devils game on TV, or did you just read about the game in the Chronicle while concocting this false alibi?	6186
64	It says that you're healthy, you're going back to work, and you're signing the lease that officially moves the company to China.	6174
65	There is a way that you can get your money back.	6161
66	And then what happened?	6154
67	You haven't gotten two consecutive minutes without using the word loyalty, which explains the anger and the low self-esteem, and the desire to feel pretty.	6132
68	If you're motivated by caring, just bear in mind he's a dedicated chemistry teacher with a pretty wife and adoring students, baby on the way.	6124
69	Yeah, well, it's probably not a good idea, you know, with us working together.	6100
70	Because he sees insecurity, and when House senses weakness, he pounces, and because his insecurity is the fact that other people can have faith and don't have the obsessive need for physical proof.	6099
71	All right, I admit that my natural impulse is to doubt peoples' claims to happiness, but yours is to be a sucker for them.	6095
72	Well, if that gift is related to what brought me here, you'll understand if I wanna check the returns policy.	6089
73	Half the time you bring your cars into my garage, there's nothing wrong with them.	6084
74	The bet's that I'll get fired after my hearing! I'll take that action too, but you're already a C-note in the hole.	6083
75	The fact that she didn't burst into tears tells me that you never thought he was your dad.	6082
76	If I were to exonerate him, condone his completely reckless, immature, almost misanthropic behavior, I would essentially be sending a message to all the other doctors in this hospital that it's okay to act that way and-- Sorry.	6072
77	I got these weird pains in my elbows and in my knees-- You know, what's weirder is how the clinic is a large room and you somehow confused me with it.	6068
78	At least as good as the other 12 times that I've called and paged you in the last three weeks.	6064
79	You're not doing this out of the kindness of your heart.	6049
80	The facts say you should be suspended, which, from what I understand, would mean a revocation of your parole.	6043
81	Gotta build and destroy then rebuild and destroy oh, I'm gonna build, build, build destroy then rebuild and destroy Why am I watching you cut your hair?	6040
82	You know, I'm sure you're a nice person and you have no idea what you've gotten sucked into, but, really, I'm not interested.	6038
83	What happened the last time another doctor told you I was wrong about a case?	6012
84	Why do I need the pen that you always carry around and never write with?	6011
85	If you weren't wrestling with this, I'd say there's something really wrong with you.	5999
86	It's diffused into your skin, and the only way to get rid of it is to get new skin.	5997
87	I also ran the spinal fluid test, and you were right that Andrews was wrong.	5984
88	Unfortunately, the Patuxent River Naval Air Station was GPS testing and disrupted the signal, at the exact, same 45 minutes you weren't here.	5982
89	You're testifying, for the record, that you actually used the phrasing unsquint your eyes ?	5976
90	What you actually did was make her emotional and make the board members see her as a victim.	5971
91	Working in prison, you learned criminals rarely target random strangers, and you've got more money than you know what to do with, so anything that seems different and fun's worth trying.	5960
92	Don't you think she deserves to know why her husband won't bend her over the kitchen counter?	5954
93	I didn't put that there! You're gonna lie to my face, you lying son of a bitch! What?	5944
94	Is that your hand near her nether regions?	5938
95	You drove your car into your ex-girlfriend's house and then fled the country for three months.	5937
96	Despite the fact that I know there's a gun in here, I'd never find it because you are more devious-- - Clever.	5935
97	And you ain't gonna rat me out neither, 'cause you don't wanna get a snitch jacket and wind up shanked in the showers.	5933
98	You hold her hand, get the sister to beg, stick your fingers in your ears, pretend you can't hear.	5921
99	which she'll prove when her parents show up and you start protecting her from them.	5915
100	'Cause if it's the same as yesterday you know I'm out just so you know because, because our paths, they cross Dad.	5910
101	I mean, do you think my father would have done that for ten minutes?	5902
102	You know, there are platitudes that can help you with that.	5902
103	And only you have dimples, which are adorable, but they're also an x-linked dominant genetic trait.	5890
104	our paths, they cross mm-mm yesterday was hard on all of us on all of us == sync, corrected by If you don't know how to use a computer, we will teach you here.	5880
105	You chose me because you thought I'd have your back and I'd think twice about making a decision that would get you fired.	5879
106	Son of a bitch! Get away from them! House, House! It's a genetic condition! - Shut up! - Genetic! Your father has the gene.	5868
107	You're done here, just like every other place you've ever set foot in your life.	5864
108	Because you're a smart, old-money, trust-fund girl who took this job because your liberal ideology makes you wanna make a difference, but you're already getting bored, and this is interesting.	5856
109	What she does not need is you making this or any other decision.	5856
110	House actually presented the case in that way, or are you just trying to make him look bad?	5849
111	You knew the second you told me about this case that I'd get involved.	5848
112	And your thinking is that only you guys are qualified to sit in this room, doing nothing?	5845
113	In the middle of a procedure that could basically save your life, House is actually trying to drag people away?	5843
114	If all you do is physical therapy and your nighttime version of it, you'll lose your mind faster than you regain those fine motor skills.	5837
115	After you'd administered the Heparin, I see there was a discharge order on the chart, and yet the patient never left.	5826
116	Either you're getting her gifts because you want her to like you, in which case I don't like you, or you're getting her gifts to screw with her.	5821
117	If I ever see you in here again, I will write you up, and they will revoke your parole.	5820
118	No, but you're not a hypochondriac or you would have imagined some new disease after I shot down the first one.	5813
119	You pull the trigger, I drool a little fake blood, and then I spit out the bullet that the audience thinks I caught in my teeth.	5804
120	Start running DNA assays for sporotrichosis, meningococcemia, and any other boggle-winning words you can think of.	5803
121	But maybe some of the tripe you learn in anger management class might help keep this guy out of here the next time.	5781
122	You made nice-nice with Phil, you decided that he'd make a decent father for thing 2 after all.	5738
123	No! No! No! Get the cup! Get the cup! Just drink it! Drink it! No! Grab the cup! Hands behind your back.	5737
124	This is the only way you're gonna get your answer.	5729
125	Only so many hours you can cry and bang on the door before you give up, find something to read.	5724
126	Whatever the reason, it boils down to the fact that you may never walk again because House created an atmosphere that promotes recklessness.	5723
127	You don't sleep with the groundskeeper's wife, not unless you're struggling with whether you belong there.	5712
128	This check is for significantly more than what I told you it would take to fund the department.	5711
129	Why don't you check his vaccination record before you make another stupid.	5710
130	'Cause your only other option is you call and I fire you.	5709
131	This kidney thing is the only evidence you have that he's sick.	5704
132	I'm starting to think, Mendelson, that you just really like the taste of my spit.	5681
133	Though I can't speak to the details of the case while my disciplinary hearing is pending, I want you to know that I have completed voluntary sexual harassment training.	5677
134	And there's your new team.	5665
135	You were saying something about how I should, like, uh, swab or-- You're confusing me with the clinic again.	5659
136	In a restaurant that's nowhere near your home or the hospital.	5658
137	I'm just glad that the symptoms showed up before you left for China.	5653
138	There are hundreds of people who would do that for you.	5649
139	You and Park are checking the motel he was bumping uglies at for environmental factors.	5626
140	You gotta push her neuroses to the point where even she thinks that she's crazy.	5616
141	You skipped over the actual DDX, and now you're averting your eyes.	5612
142	You were the Residency Director at Hopkins before you moved to Mercy, which means it's safe to assume that you trained Foreman.	5599
143	But if we can wake up and learn that the entire bank system has gone bankrupt overnight, it just seems stupid not to have a jack in the trunk.	5599
144	Much as your presence may cause objects to become engorged with blood, sometimes aneurysms just aren't in the mood.	5592
145	What you're headed towards now, 14 hours a day in silent prayer, never having a family, never touching another human being.	5590
146	By your own admission, if you give the patient steroids, two of the three outcomes are gonna make him worse.	5589
147	es ==SPREAD THE WORD== as the new dean of medicine, I'd like to personally welcome all of our new employees and ask, why the hell do you want to come back?	5588
148	Praise for the singing praise for the morning praise for them springing Are you at least gonna call the cops this time?	5576
149	I'm gonna say it was the ex-girlfriend you cheated on, not the ex-wife you cheated with.	5565
150	Telecast, we expect an electric atmosphere in the arena and a sellout crowd of about 10,000 for Rubio versus Santos, two great fighters with illustrious careers who might have been expected to meet a long time ago.	5546
151	But then you'll get out, and unlike you.	5539
152	Your twisted logic can't hide the fact that tricking a patient into being tested is completely unethical.	5532
153	The artery that's bringing blood to your brain, it's coming apart.	5518
154	You're increasing the odds of that every second we waste here.	5515
155	The test is designed to determine if you're-- No, I mean your running a test and discharging me.	5515
156	Yeah, honey, I'm gonna need you to let the guys know I'm not gonna be able to play on Saturday.	5509
157	A few years of therapy-- Why did you lie to me about what you were in for?	5506
158	Which is why Taub is idiotic to study them, and you're idiotic to attach any significance to them.	5504
159	Because no matter how much you wanted to believe in this chaste romance, you didn't buy it either.	5504
160	But I know that all of you know him as the guy that owns the only gas station in town.	5499
161	There's no way someone of your integrity would let me compromise your job in any major way over some tawdry bit of gossip.	5495
162	If that caused swelling in his brainstem, that would have led to eventual loss of consciousness and paralysis.	5492
163	But House doesn't and I don't, so you can wait till he camps out on your parents' lawn or you can admit you don't live on some higher plane and thank me later.	5485
164	You were trying to make up time by showering at the hospital because you're too lazy to buy your own shampoo.	5479
165	Halve the clinic hours that you recently doubled and double the hooker budget that you recently halved.	5475
166	Interesting that you never showed up at my place, what with your love of annoying me and your inability to take no for an answer.	5467
167	If you think you're up to this job, it's time to lose them.	5466
168	I'm sure your mother's ready for a break by now, huh?	5463
169	But if you're having doubts about Chicago, I can call them back.	5456
170	Are you really this indifferent to the fact that Dr.	5455
171	Lie on the ground with your hands behind your head.	5440
172	Either way, it's more interesting than whatever you're doing now.	5439
173	Which means you were out late drinking with some new girl or because there is no new girl.	5437
174	I'm getting by by the way it's you on my mind Would you like to get a drink sometime after work?	5433
175	How about you have one of your peeps on the outside send $200 to my boy up in Trenton?	5432
176	You implied that all would have been fine otherwise.	5417
177	You're about to withdraw from the world for good.	5397
178	Oh, my God! We need help in here! - Go! - And they're off! You bet 100 bucks on a turtle race?	5395
179	Getting you out of jail was not a popular decision with the board.	5387
180	Until your parents know, you will never see that punch for what it really was.	5386
181	Which is why you're not gonna live there either.	5369
182	If he thinks this is the only way to help your patient.	5358
183	You're not the only one whose life spiraled out of control when you got knifed in the ventricle.	5357
184	But let me be clear-- you mouth off to one guard, we catch you with a single cafeteria tray in your cell, you break any rules I don't even remember, you can park your ass here for four more months.	5356
185	So you just ran away, lived with friends, and partied with guys that you knew your parents would hate.	5353
186	I'd say I'm in the book, but not the one you'll be reading from now on.	5352
187	And I think that, if there's any chance I'm gonna walk again, it's because Dr.	5346
188	that and the fact that I was right about what's wrong with our patient.	5345
189	Because it's the one place you're unable to indulge your self-destructive habits.	5343
190	Simon Harris filmed the whole thing on his camera phone and posted it on YouTube.	5339
191	If it fails, then you will actually have proven that you can control me.	5322
192	You know, that can happen when the nun you woke up with coughs blood on you.	5318
193	Which is why you should accept his apology and come back on the team.	5317
194	You're gonna look pretty foolish if that was the wrong guess.	5315
195	Hands behind your head! On the ground! You are so lucky.	5307
196	Yet you were never anything but courteous to the racists and rapists in prison.	5297
197	I mean, you'll escalate, and then I'll retaliate, and the cycle will continue until we've both gone too far, at which point, I'll.	5294
198	You drove all the way out here just to tell us what you already told us.	5293
199	You're stepping to a guy who outweighs you by 50 pounds, and he was carrying a cane, which, while prison-approved, would still cause some issues if inserted into your colon.	5284
200	Well, me and humanity, we got together too young.	5280
201	House has established that that's okay in his world, or his prank war distracted you, or House makes medicine a game, and you just wanted to beat him.	5278
202	Wah! Wah! Wah! Wah! Wah! [Foy Vance's Be the Song] And when you run This is Mark Sanchez.	5270
203	Just because that's what you'd miss the most.	5268
204	In the meantime, there's no way a do-gooder like you has been volunteering all over town-- ladling kittens, spaying soup.	5264
205	Come back after you're convinced that I'm healthy, and I will give you your money.	5263
206	Try unsquinting your eyes and reading the labs next time.	5263
207	I'm smiling because, for the last 12 hours, I've been picturing you with orange hair.	5260
208	And then when you got tired of being a rebel, you just went home.	5258
209	And some of you may know him as the treasurer of our harvest scholarship fund.	5254
210	Followed your advice and took the night off.	5254
211	Can't take me down You know, there's a bunch of us going to happy hour after work.	5252
212	If you didn't think he was right, then why did you want us to collect his spinal fluid?	5244
213	There is something in this world you are undeniably great at.	5243
214	And that you were the reason.	5242
215	I know this is hard, and I'm sorry about your wife.	5238
216	But it must've been important that you stayed for both of them.	5237
217	The first thing you said to me was you don't want your old environment.	5219
218	The fact that you see that as inherently bad means you're an irrational patriot.	5219
219	someone who's related to you, does that empirically make them more special?	5218
220	You can't go to their house without Foreman's permission.	5209
221	Specifically, as it refers to the guy whose name is on the file she still hasn't handed you.	5207
222	I heard about your conversation with the patient's daughter.	5205
223	I gave you time, Leeway, and you decided to do whatever the hell you wanted.	5202
224	She gave her notice the day after your incident.	5202
225	Which means that you're hanging out in the hospital pretending to work.	5194
226	You just said you wanted to increase the steroids, and now you want to just-- - I changed my mind.	5176
227	Then you pumped his body full of Iodine and kicked him into thyrotoxicosis.	5175
228	Although, if you did come, maybe you could swing by the Hunan Palace and get some lo mein and a szechuan beef.	5175
229	You're defending the father because you feel like a jerk for baking buns in two different ovens.	5174
230	He comes in with 11 straight knockout wins and we saw how a power puncher with a left hook was able to cut Rubio over the right eye in the tenth round of that last fight.	5170
231	I didn't even know you could do this! Start the blood thinners.	5159
232	Peek-a-boo! Peek-a-boo! How do you keep doing the same thing over and over with the same level of enthusiasm?	5155
233	I know you'd like to make it about me, because then it wouldn't be about you.	5146
234	Get the lecture out of your system so we can talk about my case.	5143
235	The plasmapheresis hasn't had time to work, but TTP is our most likely-- Okay, I'm just-- I have to go look for him.	5141
236	You want to protect her because you think she's fine on her own, outside the system.	5138
237	How'd you get the firing wire into the Vicodin bottle without me noticing?	5135
238	Well, when someone asks if you want coffee, they obviously don't just mean coffee.	5134
239	It should open up the airways and buy you some time until the lungs are ready.	5132
240	There are 70,000 people in this country on the active waiting list for a kidney, and less than 10,000 dead people a year to give them one.	5128
241	We were talking about how you got the abrasions on your knees.	5124
242	Your friends, your girl, everyone you worked with, they've moved on.	5122
243	I thought I was here to treat the patients, not entertain you.	5121
244	If you'd have seen some of the kitchens or the processing plants I have, you'd cook all your own food too.	5120
245	I vouch for you to the cops, you take some parole-violating detour celebrating your freedom, justified, of course, by some absurd theory connecting it to donor.	5119
246	If you hadn't been screwing with me and put the idea in my head.	5119
247	I'd apologize again, but I'm still waiting for you to accept the first one.	5118
248	I consider these grounds to be a holy place, and I would ask you to observe them with due decorum.	5115
249	We're going off the record because this is irrelevant, or are you gonna hit me?	5113
250	If you had sabotaged her hearing, she would have gotten more than a slap on the wrist.	5110
251	The whole town knows that you're in the hospital.	5110
252	You see what the patient says about drug use when her mother's out of the room.	5110
253	If you believe me, then this issue will be resolved with no further action necessary.	5108
254	My father, but-- His place or yours?	5100
255	And I'm an idiot for thinking that your addictions were limited to pills, anti-social behavior, and sarcasm.	5095
256	It's not the place to exorcise your guilt.	5085
257	When that doesn't do it anymore, then you'll just.	5081
258	Two of you start treatment with corticosteroids and epinephrine while you run the scratch test.	5078
259	You know, I just got off the phone with some investors.	5074
260	You really like the idea, or you just want to grab some hair for a DNA test?	5059
261	I'll watch the baby again, and you can get a real night's sleep.	5054
262	I'm ju reading the notes on your desk.	5054
263	No, the part where he said that baby doesn't need you.	5052
264	They decided that your being stabbed.	5048
265	And, if you can honestly say that you don't like me, you don't have fun with me, I can accept that.	5039
266	Even if your patient dies, someone will get the lungs.	5038
267	If you're just looking to amuse yourself at my expense, then no.	5034
268	You're the one who brought Andrews in.	5033
269	Because dangerous people don't break into your home, they live in it.	5032
270	While I'm in the little boys' room, you can pretend that I'm seriously considering that idea.	5031
271	Don't worry, I know you're not the relationship type.	5027
272	And the subsequent lingering black mark on your record.	5026
273	It was just your misinterpretation of them.	5018
274	You can recognize that your patient is just a very nice, healthy guy, and send him home, or you can consider altruism a symptom.	5017
275	Do you know any of the kids at the party with your son?	5014
276	You can't, and neither can I.	5010
277	You're trying to get me to define myself as a subordinate to keep me from ever intervening, even if it's fully in the scope of my duties.	5010
278	I can't go back there! You may have a fungal infection.	5009
279	Why don't you go tell the guy you're sorry-- I didn't do anything wrong.	5008
280	Sometimes, you just don't get the job, but.	5000
281	Because for some patients the diagnosis of anxiety disorder can actually increase anxiety, which is also why I told him he had a minor respiratory infection that was easily curable by the medication.	4999
282	I'll get the car and meet you out front.	4995
283	And you're definitely the type who'd want a gun.	4993
284	If your own kids are a scheduling item, maybe you should let one of them move.	4993
285	Before we proceed any further, Doctor, I'd like inquire as to exactly what procedure you intend to perform on the remains.	4989
286	I don't want to let House sabotage himself by sabotaging me, and I need your guidance and your trust to do that.	4987
287	Not only was there a gut tuck, nose tuck, and arse tuck, but her new, fake norks stick out like nuts on a mutt.	4986
288	You've got, like, 20 pages of notes there.	4981
289	You'd rather have House fire you than Foreman?	4976
290	So about the inhaler for my asthma, I was-- Sorry! Hospital policy specifically prohibits me from giving meds to unrelated homeless people pretending to be father and daughter.	4968
291	Tertiary syphilis means you've had the disease for at least that long.	4968
292	I'm not the man you thought I was.	4968
293	You took the first deal they offered you, because you wanted to punish yourself.	4967
294	The transplant team will meet you there with updates from the past two hours.	4966
295	That memory that she let son of Bozo establish is making him chase his father's moronic profession when he could be living the high life in Portland.	4961
296	You knew that your patient was at risk for a psychotic break when you brought a scalpel within his reach.	4958
297	If he throws a clot and strokes out, you can use the X-ray to do the autopsy.	4951
298	Just can't stand to think of all those patients going untreated because I don't have the resources to do my best work.	4948
299	Sorry to mess with your world view, but I'm not messed up, so my parents couldn't have messed me up.	4947
300	Why a man in your position, with your abilities, is incapable of shaking the impulse to act like an ass.	4946
301	Lying, neglecting responsibilities, and you can't stop, no matter how devastating the consequences.	4934
302	Are you saying that because you believe it, or because it's in your financial best interest to think his generosity isn't just temporary?	4927
303	And do you think I should sacrifice myself from their lives?	4921
304	How do you know about my first kid-- Didn't even squeeze out a single tear at the funeral.	4921
305	Don't you think it's a little early to be dragging up our baggage in front of each other?	4919
306	You're forgetting the wrinkly clump in the middle of his shirt.	4913
307	Your biological father was a decent, God-fearing minister.	4909
308	If knew if you'd learned nothing else in here, you'd learned the smart thing is to fall in line.	4907
309	Looks like you might actually be telling the truth about something.	4907
310	If you don't mind paying a fortune in child support for some other guy's kids, no skin cells off my cheek.	4905
311	When your dad showed up unexpectedly, House have a hand in that?	4904
312	I got a call saying-- I'm here to find out why you didn't care about your first kid.	4902
313	You're trying to make sure she's either perfect or dead.	4901
314	I'm not lost I'm just looking for the prince and I'm taking it one step at a time and I'm getting by  	4899
315	You torched, nuked, and salted the earth with them.	4892
316	The patient had low opening pressure on his LP.	4882
317	Confirm that we did major abdominal surgery on him and then completely forgot about it.	4880
318	! We have a little problem here! I need backup, I need backup! Alvarez! Mendelson! Sullivan! Mendelson! You're gonna pay for this.	4876
319	Your patients love you because you're empathetic.	4869
320	I know I'm not any good at being a clown yet, but when I do get a laugh and see those kids' eyes light up, that's how my dad made me feel when I was a kid.	4858
321	The legendary night on which we watch Santos shatter Rubio's jaw and you epically pay me $50.	4858
322	We know what you're trying to do, and it's not gonna work.	4851
323	Foreman, members of the committee, thank you for giving me this opportunity to speak to you today, I.	4851
324	What about juice boxes in the break room for the children you'll be hiring?	4849
325	I'm sorry the first time I had both of you together I had to wk.	4849
326	It's good to see you in the hospital, as a patient if not as a doctor.	4847
327	Weathers, I am sure you're right, but we need to be thorough.	4846
328	And I'm not just saying that because you own a gun.	4838
329	And that's what you took away from this situation?	4838
330	If the latter was prone to violence, you'd have been scattered in various dumpsters years ago.	4837
331	The good news is the poison didn't come from your wife.	4832
332	You're trying to score points with him at the risk of a patient's life.	4828
333	I'm guessing it has something to do with the funeral you attended yesterday morning.	4828
334	That fire, the bruise on your face.	4827
335	I didn't want you and the kids to worry.	4825
336	Whatever test will prove there was an echovirus-irus-irus, and he's not cured, obviously.	4821
337	Your pants are a size too short, so either you grew a couple of inches or you grabbed the closest size in a thrift store.	4821
338	You're the dog that's chasing the popemobile.	4819
339	So you don't date anyone unless I put the idea in your head.	4818
340	Well, if I wanted to do that, I'd tell you how much the nurses hate you.	4808
341	As long as you keep dealing with your doubts in the same way then.	4804
342	You probably wouldn't want to have sex with them.	4803
343	But when you think about the consequences-- Okay, let's go.	4800
344	He has Alzheimer's! It's freezing outside, and he's sick! I mean, you don't even know what it is yet, do you?	4795
345	You're the reason I'm out of the big house.	4793
346	You mentioned your car was in the shop.	4792
347	Which means I wouldn't be preparing for their visit this week by child locking all my cabinets, padding table corners, and getting rid of every single magazine.	4791
348	See, the beauty of the plan is that if it works, you think you can control me.	4785
349	But you know what the rules are.	4782
350	If I just consider the file, the facts aren't in your favor.	4780
351	Your bigger problem is, the people who design those things aren't idiots.	4780
352	I knew that her daughter was at grandma's, like every Friday, and I saw everyone else move into the living room.	4779
353	And neither should you.	4778
354	Then why are you doing this?	4777
355	I'm betting on them both being yours.	4771
356	You said that 9:00 was the premium slot.	4771
357	I'm betting on the last one.	4768
358	But he's not in prison, and it's kind of hard to gas a guy unless you can seal him in a room first.	4767
359	Nothing! You can't prove otherwise.	4767
360	Because you're not gonna be able to breathe.	4767
361	You think that's gonna last through the ages?	4764
362	No, it was just something I'd been thinking about and I figured, what the heck?	4762
363	Despite what the media would have us believe, you think we live in a very safe world.	4759
364	Many of our clients have struggled with addiction, and, if you want to get clean, we'll help you do that.	4757
365	You think you should kill yourself if you become a burden to the people who love you?	4757
366	I'm here because I have time and you have a crisis and I-- we're too busy for rationalizations.	4756
367	This diagnosis was brought to you by the letter y.	4753
368	Personally, I applaud your decision to step down off your cross and get on with your life, but your misplaced guilt is shutting down your brain.	4750
369	I need you to solve this, and I need you to do it without making me look like I can't control you.	4749
370	If it was an allergic reaction, the Corticosteroids and Epinephrine would have made him better, not worse.	4745
371	You think it's the end of the world, but you wanted kids.	4740
372	You know the minute you recommend firing anyone, they start discussing how big a bonus to give them.	4739
373	You do know I punched the last person that pissed me off?	4738
374	House took your results after he manipulated you into providing them.	4736
375	Coworker whom you've known for almost ten years who nearly died and who's still scared he may not walk.	4732
376	If you had actually been in the room, questioning the patient, you could read body language, you could ask follow-up questions, warn him of the costs of lying to you.	4726
377	The fourth thing you said was, where's my old environment?	4725
378	You forced me to go with the options here.	4724
379	You don't remember your father.	4722
380	All you've proven is there's an anomaly in his chest.	4716
381	The good news is, made me realize that you were right.	4715
382	I know, which means you can't go either.	4714
383	You could probably just hide the porn in your underwear drawer.	4711
384	Is that what happened to you when you entered the seminary?	4708
385	You're not working for House anymore, which means you no longer have him to blame if you get caught.	4703
386	He's got a point, but I'll let you make the call.	4703
387	Probably want to boil the kids for a couple hours when you get home.	4702
388	In light of what happened, you still think it was the perfect diagnostic moment?	4700
389	It's like you getting two women pregnant at the same time.	4699
390	Is there someone you want me to call?	4697
391	I assume you dosed the patient because you're really certain he has a neurological condition?	4696
392	Just one life, until the other one's mommy meets someone nicer than you.	4695
393	But what did you learn about me that you hadn't known for years?	4693
394	Your patient was doubled over in pain and coughing up blood, and you found that interesting?	4691
395	I think you're right about the strep.	4687
396	Aren't you supposed to figure out what you can sacrifice to maximize their niceness?	4683
397	The fact is, once I saw those incompletes, I knew your parents screwed you up.	4680
398	He smacked his head against the wall.	4680
399	So you do realize that it is unacceptable to hit someone in the workplace?	4679
400	This is how you plan to get to the boxing game?	4678
401	I had Sophie again last night and Ruby slept in my guest room, which has nothing to do with Phil, who will never be a father to my children.	4675
