id	text	count
132	Vasospasm.	2
133	Well, I think we've heard enough.	2
134	We're in the hospital.	2
135	Andres.	2
136	Barraco azul.	2
137	Bad idea.	2
138	Already did.	2
139	Andrews.	2
140	Barton?	2
141	Because.	2
142	Biopsy was clean.	2
143	And then what happened?	2
144	And then what?	2
145	Are you okay?	2
146	?	2
147	20?	2
148	Am I boring you?	2
149	Better.	2
150	Can you hear me?	2
151	Could be genetic.	2
152	Don't tell me.	2
153	Dr.Chase.	2
154	E.	2
155	Chase.	2
156	Chase?	2
157	Cankles.	2
158	Boring.	2
159	Get your hands off me.	2
160	He's not wrong.	2
161	Give her the file.	2
162	G.	2
163	He smacked his head against the wall.	2
164	Don't worry.	2
165	Exactly.	2
166	Eric.	2
167	I agree.	2
168	I didn't tell him.	2
169	Here I am.	2
170	I am so sorry.	2
171	How did you know?	2
172	I don't understand.	2
173	I promise.	2
174	I did.	2
175	How'd you know?	2
176	I don't think so.	2
177	I don't.	2
178	I gotta go.	2
179	I have to go.	2
180	P.	2
181	Ouch.	2
182	Ready?	2
183	Relax.	2
184	See you tomorrow.	2
185	Something like that.	2
186	Spy.	2
187	Sometimes.	2
188	Take your time.	2
189	So he just walked out?	2
190	So am I.	2
191	So who do you blame, Dr.	2
192	Like what?	2
193	Morning.	2
194	No, no.	2
195	Myelodysplastic syndrome.	2
196	Not really.	2
197	Not anymore.	2
198	Me sinto quente.	2
199	Mr.	2
200	My chest.	2
201	Nice.	2
202	One, two, three.	2
203	On the other hand.	2
204	No, you won't.	2
205	Nurse Williams to social services.	2
206	Oh, shut up.	2
207	I thought so.	2
208	I should go.	2
209	I think it could be hyperviscosity syndrome.	2
210	If that caused swelling in his brainstem, that would have led to eventual loss of consciousness and paralysis.	2
211	I'll be back.	2
212	I'm betting on the last one.	2
213	I was at a job interview.	2
214	It fits.	2
215	Just knowing you're there for me is enough.	2
216	L.	2
217	Make a wish.	2
218	Look it up.	2
219	Kawas.	2
220	Like, forever?	2
221	I got to get out of here.	2
222	K.	2
223	m.	2
224	It's not real.	2
225	Is everything okay?	2
226	Is that bad?	2
227	I'm thirsty.	2
228	It's a possibility.	2
229	It's a press release.	1
230	It's a prop.	1
231	It's a simple test.	1
232	It's a slow-growing tumor.	1
233	It's a small world.	1
234	It's a stupid idea.	1
235	It's a symptom.	1
236	It's a synthetic problem.	1
237	It's a tale as old as time.	1
238	It's a total illusion, but apparently she'll take a little ignorance with her bliss.	1
239	It's a tough thing to control.	1
240	It's a valid sexual orientation.	1
241	It's a very expensive machine, and I'd like it back.	1
242	It's above normal.	1
243	It's actually not such a big deal.	1
244	It's actually pretty fun.	1
245	It's all about common ground.	1
246	It's all bought and paid for.	1
247	It's all her fault.	1
248	It's all moot.	1
249	It's all of you.	1
250	It's already too long.	1
251	It's amazing what people will tell you if you ask brutally enough.	1
252	It's an imperfect world.	1
253	It's at my stepdad's law office.	1
254	It's autoimmune.	1
255	It's autonomic dysregulation syndrome.	1
256	It's been a family business for 120 years.	1
257	It's been a pleasure having you in the neighborhood.	1
258	It's been a year.	1
259	It's been earned.	1
260	It's been hard for him-- living in their house, driving down the same streets.	1
261	It's been mildly elevated.	1
262	It's been years since he died.	1
263	It's better to think the man's dead but decent.	1
264	It's brighter in the morning.	1
265	It's Burkitt's.	1
266	It's called Alice in Wonderland syndrome.	1
267	It's called respect.	1
268	It's called syphilis.	1
269	It's called tumor lysis syndrome.	1
270	It's cancer.	1
271	It's clear you're back working for House.	1
272	It's clotted up.	1
273	It's consistent with all of her symptoms.	1
274	It's cute.	1
275	It's different for girls.	1
276	It's diffused into your skin, and the only way to get rid of it is to get new skin.	1
277	It's either gotta be his cell or his work station.	1
278	it's equally boring, but it has the advantage of possibly being right.	1
279	It's even crazier than the gift thing.	1
280	It's extreme and reckless.	1
281	It's failing.	1
282	It's for his own good.	1
283	It's for me.	1
284	It's for the best.	1
285	It's funny how nearly shooting your toe off cured that speech impediment.	1
286	It's getting hard to see.	1
287	It's going to be okay, baby.	1
288	It's gone.	1
289	It's good for a couple to share a hobby.	1
290	It's good to see you in the hospital, as a patient if not as a doctor.	1
291	It's got 106 leds, each one sending light to your eyes, slightly different wavelength.	1
292	It's got to be a clot keeping her from bleeding out.	1
293	It's gotta be normal pressure hydrocephalus.	1
294	It's grandpa's slight deafness that gave the game away.	1
295	It's great to be back among friends.	1
296	It's happened to me a few times.	1
297	It's hardly authentic, coming to a newfangled clinic, especially with a Yankee doctor.	1
298	It's healing itself.	1
299	It's helpful for society if its members have positive feelings about that society.	1
300	It's her choice.	1
301	It's his heart we're worried about.	1
302	It's his heart.	1
303	It's his liver.	1
304	It's his lymph nodes.	1
305	It's his risk to take.	1
306	It's in my genes.	1
307	It's incredibly satisfying to wind up and punch someone who deserves it.	1
308	It's inside.	1
309	It's interesting that he'd pick the old mentor to judge the new one.	1
310	It's interesting.	1
311	It's just a benign fat deposit.	1
312	It's just a stupid way to make a living.	1
313	It's just good to hear your voice.	1
314	It's just me telling him he can get away with anything.	1
315	It's just really hard doing this by myself.	1
316	It's just you have to go.	1
317	It's just.	1
318	It's Kawasaki's Disease.	1
319	It's less dangerous than where you're headed.	1
320	It's like a gay person being told they're really straight.	1
321	It's like I said.	1
322	It's like it wasn't even me.	1
323	It's like Satan's alarm clock.	1
324	It's like we're twins.	1
325	It's like you getting two women pregnant at the same time.	1
326	It's like.	1
327	It's linked to type A personalities.	1
328	It's lupus.	1
329	It's mastocytosis.	1
330	It's me time.	1
331	It's med-speak for she's an idiot.	1
332	It's Milton.	1
333	It's mine.	1
334	It's more of a grid where I assign numerical values to determine who gets raises, vacation time, and my respect.	1
335	it's my fault.	1
336	It's my job description.	1
337	It's my parents.	1
338	It's neurological.	1
339	It's never actually been used before.	1
340	It's no longer my choice.	1
341	It's none of my business.	1
342	it's normal pressure hydrocephalus.	1
343	It's normal to be screwed up.	1
344	It's not a clot.	1
345	It's not a good thing, 'cause it's not a thing.	1
346	It's not a scam.	1
347	It's not all about you.	1
348	It's not an admission of guilt.	1
349	It's not an infection.	1
350	It's not angina.	1
351	It's not anxiety.	1
352	It's not as bad as a thousand people going down in a gigantic boat, right?	1
353	It's not bad for a day's work.	1
354	It's not bad.	1
355	It's not cocaine.	1
356	It's not dangerous because it's not a gun.	1
357	It's not diagnostically relevant.	1
358	It's not endocarditis.	1
359	It's not even clear if our patient just had a heart attack or what it was.	1
360	It's not gonorrhea.	1
361	It's not her brain.	1
362	It's not his heart.	1
363	It's not his liver.	1
364	It's not his spinal cord, it's the wiring between his heart and his brain.	1
365	It's not important.	1
366	It's not in the plans.	1
367	It's not insider trading.	1
368	It's not just me and Park.	1
369	It's not Lemierre's Syndrome.	1
370	It's not like I want to be cut open and have a part of me taken out.	1
371	It's not looking good for Fahr's either.	1
372	It's not lupus.	1
373	It's not meningitis.	1
374	It's not my fault.	1
375	It's not my problem if you go back to prison.	1
376	It's not naive.	1
377	It's not normal, and it's not Sjogren's.	1
378	It's not possible.	1
379	I'm told that some people are just nice.	1
380	I'm too little.	1
381	I'm totally fine with Taub or Park.	1
382	I'm trying to embrace that wisdom.	1
383	I'm trying to figure out why you're so convinced Adams has parentally inflicted damage.	1
384	I'm trying to keep House out of prison.	1
385	I'm trying to survive on one a day for the next few days.	1
386	I'm waiting for some test results.	1
387	I'm Walter Cofield, Chief of Neurology, Mercy Hospital.	1
388	I'm Walter Cofield.	1
389	I'm working! How much?	1
390	I'm wrong all the time.	1
391	I'm.	1
392	Imaginary medicine is not my specialty.	1
393	Imagine how sorry I am.	1
394	Imagine what would happen if there was a terrorist attack on the food supply or a pandemic where we had to ration antibiotics.	1
395	Imperio absenti chaos regit.	1
396	Implicitly, you just said that Chase was at fault.	1
397	Impressive.	1
398	In 8 of 12 months time served we have the discretion to grant parole, Friday the 10th, five days from now.	1
399	In a good way?	1
400	In a lake or a pond or an everglade?	1
401	In a restaurant that's nowhere near your home or the hospital.	1
402	In addition to the multiple personalities?	1
403	In either case, test for HIV and do an MRI to rule out tumors.	1
404	In fact, he actually called you Stompee, with an ee.	1
405	In fact, I cheated most of you here tonight.	1
406	In fact, I even encourage it.	1
407	In here.	1
408	In light of what happened, you still think it was the perfect diagnostic moment?	1
409	In moments of confusion, Alzheimer's patients regress to old routines.	1
410	In my lungs?	1
411	In my opinion at the time, it was the rash that was gonna kill him.	1
412	In other words, loyalty gave him cancer.	1
413	In Sunday's sports section, New Jersey Devils goaltender Johan Hedberg was.	1
414	In the hospital?	1
415	In the meantime, there's no way a do-gooder like you has been volunteering all over town-- ladling kittens, spaying soup.	1
416	In the middle of a procedure that could basically save your life, House is actually trying to drag people away?	1
417	In the pool is the neighbor's daughter.	1
418	In two months, I came running home.	1
419	In which case, I will be teaching you my secret homey handshake.	1
420	In which case, you cannot take his money.	1
421	Increase peep.	1
422	Increase the steroid dose.	1
423	Increasing to 100% FiO2.	1
424	Infected blood and tissue everywhere you look.	1
425	Infection was right, after all.	1
426	Infection was the first thing that the transplant team treated for.	1
427	Inject the dye.	1
428	Instead of building bunkers, you should be getting boosters.	1
429	Instead, I am going to lose $20,000.	1
430	Interesting question is, why is it regenerating?	1
431	Interesting that you never showed up at my place, what with your love of annoying me and your inability to take no for an answer.	1
432	Interesting, but not relevant.	1
433	Internal neck trauma, that's impressive.	1
434	Invasive strep.	1
435	Iodine contrast.	1
436	Iranian women.	1
437	Iris has always been a moody girl.	1
438	Iris has dissociative identity disorder.	1
439	Iris hasn't had any severe traumas.	1
440	Iris isn't sexually active.	1
441	Iris! How do you know I'm lying?	1
442	Iris.	1
443	Iris?	1
444	Iron.	1
445	Iron?	1
446	Is an ultrasound really necessary?	1
447	Is another one hooking up with 38-year-old married men?	1
448	is brilliant.	1
449	Is endocarditis treatable?	1
450	Is everyone trying to think of an answer?	1
451	Is everything all right?	1
452	I'm staining for excess iron.	1
453	I'm starting to think, Mendelson, that you just really like the taste of my spit.	1
454	I'm still going to my pediatric one.	1
455	I'm still gonna-- Keep less?	1
456	I'm still high in the esophagus.	1
457	I'm still on temporary vows.	1
458	I'm still sending him back.	1
459	I'm sure it would mean a lot to him to see you.	1
460	I'm sure she succeeded.	1
461	I'm sure she understands.	1
462	I'm sure that's true if flag is a euphemism for penis and football is a euphemism for entering a vagina.	1
463	I'm sure your mother's ready for a break by now, huh?	1
464	I'm taking a principled stand against idealism.	1
465	I'm talking about your breasts.	1
466	I'm talking to Taub.	1
467	I'm talking to this agent.	1
468	I'm telling the truth.	1
469	I'm the one who did the test.	1
470	I'm thinking brucella.	1
471	I'm thinking occult long QT syndrome?	1
472	I'm thinking of going hang gliding.	1
473	I'm thinking-- you all right?	1
474	is that Foreman?	1
475	Is that fugliness weekly?	1
476	Is that good?	1
477	Is that how little you think of me?	1
478	Is that how our system works?	1
479	Is that it?	1
480	Is that Portuguese?	1
481	Is that real?	1
482	Is that really necessary for a free flu shot?	1
483	Is that what happened to you when you entered the seminary?	1
484	Is that what he called it?	1
485	Is that why you left?	1
486	Is that why you wanna be a nun?	1
487	Is that your hand near her nether regions?	1
488	Is that, like, a synonym for clever ?	1
489	is the only thing that keeps me here.	1
490	Is the problem hyperammonemic or synthetic?	1
491	Is there any way to take the edge off?	1
492	Is there cake?	1
493	Is there some black market in Insulin that I don't know about?	1
494	Is there some problem with the prescription you gave me?	1
495	Is there someone you want me to call?	1
496	Is this from the alcohol treatment?	1
497	is this really about a woman?	1
498	Is this supposed to itch like this?	1
499	Is this theory more promising than the others?	1
500	Is this true?	1
501	Is, uh, is this because of the medication?	1
502	Ischemic foot.	1
503	Isn't that getting this whole parenting thing ass backwards?	1
504	Isn't that the point of having a spare?	1
505	It ain't there.	1
506	It ain't.	1
507	It amounts to the same thing.	1
508	It automatically slows the car when it senses I'm taking a curve too fast.	1
509	It came from a little bastard of a bacterium whose crap can cause chest pain, respiratory distress, skin ulcers, the growth of pseudomembrane across the airway, and, in very rare cases, hallucinations.	1
510	It came out of nowhere.	1
511	It can also just be dehydration.	1
512	It can be set off by hot liquids, like the coffee he just drank.	1
513	It can hit any organ.	1
514	It can make you very, very late for very important dates.	1
515	It can wait till you finish your work.	1
516	It could be a bladder infection.	1
517	It could be TB.	1
518	It could destroy his identity.	1
519	It could have been me on the floor.	1
520	It could if you also have paraneoplastic syndrome.	1
521	It definitely started with the great mastectomy of 2001.	1
522	It did not account for the disobedience of my own team.	1
523	It different enough.	1
524	It doesn't make any sense.	1
525	It doesn't seem like much of a case.	1
526	It explains his heart, seizures, and liver failing.	1
527	It explains the paralysis, the bleeding, the heart and kidney issues, everything.	1
528	it fits all of his symptoms and exains why he got worse after the steroids.	1
529	Is he going to be okay?	1
530	Is he sick because of the explosion?	1
531	Is he tamponading?	1
532	Is he--is he good?	1
533	Is House okay?	1
534	Is it a can opener?	1
535	Is it a dead animal?	1
536	Is it a spatula?	1
537	Is it neomycin?	1
538	Is it normal?	1
539	Is it okay for me to walk away from that because I.	1
540	Is it possible that she hurt her shoulder?	1
541	Is it safe?	1
542	Is it somewhere where pesticides may be kept?	1
543	Is it the electrodes?	1
544	Is long QT bad?	1
545	Is my snacking really relevant to this case?	1
546	Is one of you Dr.	1
547	Is she a giant pool of algae?	1
548	Is she okay?	1
549	Is she on the team now?	1
550	is Terrell Owens.	1
551	Is that an issue?	1
552	Is that an ulcer?	1
553	It's not resolved, is it?	1
554	It's not ridiculous.	1
555	It's not stressful.	1
556	It's not that I was trying to prove that you're an idiot or anything, but lupus boy and I were at the beach this morning, and I noticed a rash on his left thigh.	1
557	It's not the cause.	1
558	It's not the guns.	1
559	It's not the place to exorcise your guilt.	1
560	It's not Whipple's.	1
561	It's not working.	1
562	It's not worth living in fear.	1
563	It's not.	1
564	It's nothing I can't handle.	1
565	It's okay, Andres.	1
566	I'm sorry about before.	1
567	I'm sorry about earlier, but we needed to provoke a reaction.	1
568	I'm sorry I led House to you.	1
569	I'm sorry I lied, but-- I know, okay.	1
570	I'm sorry the first time I had both of you together I had to wk.	1
571	I'm sorry, did you say something?	1
572	I'm sorry, I'm not making any sense right now.	1
573	I'm sorry, mommy.	1
574	I'm sorry, young lady, I simply will not help you steal this chair.	1
575	Made a laceration in the left ventricle about the size of the tip of my index finger.	1
576	Made in the People's Republic of lead paint.	1
577	made things easier.	1
578	Magazines go away so I won't ignore my children.	1
579	Magnesium deficiency?	1
580	make a counter offer.	1
581	Kapur and Carlyle are unavailable.	1
582	Kato.	1
583	I got to--I got to get out.	1
584	Like, not even a bottle of water?	1
585	Listen, I'm trying to listen to your lungs, not your self-pity.	1
586	Literally.	1
587	Little busy.	1
588	Lived on my own.	1
589	Liver failure.	1
590	Liver function has improved 30%.	1
591	Lock and load.	1
592	Lock up on your way out.	1
593	Long QT syndrome can be medication-induced.	1
594	Look at House.	1
595	Look at it this way.	1
596	Look for yourself.	1
597	Keep food in the house.	1
598	Keep going.	1
599	Keep it.	1
600	Keep them stable as long as you can.	1
601	Keep your Nazi sentiments quiet around the little one.	1
602	Kid needs a bone marrow transplant.	1
603	Kiddie-winkies! I wonder who they belong to.	1
604	Kidneys are failing.	1
605	Kids might be precocious.	1
606	Kind of like Stockholm syndrome.	1
607	Kind of.	1
608	Kinda like now.	1
609	Knee-length dress.	1
610	Knight to King's Bishop three.	1
611	Know how I got interested in medicine?	1
612	Knowing you can send me right back to jail?	1
613	Kovalchuk had two, Arnott and Parise each had one, and Marty got the shutout.	1
614	Krav Maga.	1
615	Look what happened with London and the riots.	1
616	Look what I found.	1
617	Look, he made a mistake.	1
618	Look, I thought about what you said, and I realized you were right.	1
619	Look, I'm not sure what you were trying to achieve.	1
620	Look, my girl's more important.	1
621	Look, the point is I saw this coming.	1
622	Look.	1
623	Looks like I was wrong about my diagnosis.	1
624	Looks like it.	1
625	Looks like someone else will be getting the lungs.	1
626	Looks like we got ourselves a good, ol'-fashioned cat fight.	1
627	Looks like we're both wrong.	1
628	Looks like you might actually be telling the truth about something.	1
629	Looks like you're gonna need a bigger rationalization.	1
630	Looks like you're ready to go home.	1
631	Looks like you've gone viral, Hon.	1
632	Losing a child-- just breezed right through it.	1
633	Lots of people don't have sex.	1
634	Love letters.	1
635	Low platelets plus low red count plus low white count equals.	1
636	Low self-esteem can be brought on by exposure to one's relatives.	1
637	Low white count suggests infection.	1
638	Lowering his libido and causing erectile dysfunction.	1
639	Lucky girl.	1
640	Lungs are crashing.	1
641	Lungs ready yet?	1
642	Lungs, rash, now excessive R-R variability.	1
643	Lupus.	1
644	Lying to the patient.	1
645	Lying, neglecting responsibilities, and you can't stop, no matter how devastating the consequences.	1
646	lymphoma.	1
647	Make me lose my job by showing you a patient file?	1
648	Makes me think D.I.C.	1
649	Makes sense.	1
650	makeup, perfume, birth control method, her Hello Kitty doll.	1
651	Making this yet another interaction with you it's not my fault you can't handle your patient.	1
652	Mallory-Weiss tear.	1
653	Many of our clients have struggled with addiction, and, if you want to get clean, we'll help you do that.	1
654	Mariel Wilkerson.	1
655	Married one's not a keeper, but it's a start.	1
656	Martin Brodeur stops 1 of his 36 saves on the way to a shutout victory.	1
657	Martin Brodeur.	1
658	Marty?	1
659	Mary Knoller.	1
660	Massive amounts choke up the lungs.	1
661	Masto's usually a skin disease.	1
662	Match, bout, fight, contest, day, Helena.	1
663	Maternal grandmother's worse than that.	1
664	Maternity ward.	1
665	May I ask why that matters?	1
666	May I?	1
667	May you what?	1
668	Maybe a dive in volleyball practice or maybe she slipped on her way into a soup kitchen.	1
669	maybe get suspended and.	1
670	Maybe he found out about her good friend.	1
671	Maybe he got bit by a spider.	1
672	Maybe I should just accept the patient's death, if getting help can lead to awkwardness.	1
673	Maybe I was an idiot before and I'm not one now.	1
674	Maybe if everybody didn't lie.	1
675	Maybe I'll understand.	1
676	Maybe it won't be so bad.	1
677	Maybe it's not stupidity.	1
678	Maybe it's time to recognize it's not a character flaw.	1
679	Maybe it's your character.	1
680	Maybe not as much as this guy, but if people told nothing but the truth, the world would probably burn down overnight.	1
681	Maybe she has cancer.	1
682	Maybe she likes the sound of my voice, which is weird because I have no genetic connection to her.	1
683	Maybe she was opening a present that triggered the reaction.	1
684	Maybe that's selfish.	1
685	Maybe the problem isn't a heavy metal from outside.	1
686	Maybe thrombocytopenia.	1
687	Maybe we can use a bronchoalveolar lavage to wash 'em out with water.	1
688	Maybe we could get a meal after work tonight, if you want some companionship.	1
689	Maybe we find you a new hobby, one you're a little better at.	1
690	Maybe we should ask your wife.	1
691	Maybe we should just concentrate on the medicine.	1
692	Maybe we should leave before the police get here.	1
693	Maybe we should look again.	1
694	Maybe we're just out of time.	1
695	Maybe we're thinking about this the wrong way.	1
696	Maybe you could tell your husband that we did.	1
697	Maybe.	1
698	Me likey.	1
699	Moira?	1
700	Mom and dad were at each other's throats and the academic crisis was a cry for help.	1
701	Mom died after a few years.	1
702	Mom drank, dad worked.	1
703	Mom or dad?	1
704	Mom, dad, and mom's dad.	1
705	Mom.	1
706	Mommy gets a rest, daddy gets more time with his little angel.	1
707	Mom's hiding something.	1
708	Mom's HLA is only a 3/6 match.	1
709	Monitor his brain activity, start a continuous urineest and blood draws every two hours.	1
710	Monitor the aneurysm.	1
711	Monkey DNA.	1
712	Moo.	1
713	More annoyingly, by having me do it and deal! Of course, you know.	1
714	More clever and you'll always be one step ahead of me.	1
715	More curiously, what explains the mom lying about dad pushing up squirting daisies?	1
716	More dangerous than complete renal failure?	1
717	More deserving than anyone else?	1
718	More like 13 minutes.	1
719	More likely the patient has a hyperammonemic problem.	1
720	More risk, but more upside.	1
721	more than one person.	1
722	More than one, and you haven't.	1
723	More than that, because you don't have an answer.	1
724	more than they need.	1
725	More to it than you think.	1
726	More truth.	1
727	Morning has broken like the first morning blackbird has spoken like the first bird Nice tie.	1
728	Morning has broken like the first morning blackbird has spoken like the first bird praise for the singing praise for the morning praise for them springing fresh from the word 	1
729	Morning! I heard you went head-to-head with the mom.	1
730	La esta ela.	1
731	Lab tests show the bed tested positive for, uh, semen, vaginal secretions, saliva, and fecal matter, both human and animal.	1
732	Laffont, that's only because we temporarily shut down our Diagnostics Department.	1
733	Larry.	1
734	Last month, I had an incident involving another P.P.T.H. employee.	1
735	Last thing she ate was strawberry cake, but allergy tests for everything were negative.	1
736	Lawyers say I'm not allowed to.	1
737	LCDD?	1
738	Lead exposure's a nice diagnosis.	1
739	Lead.	1
740	leaked into his arm.	1
741	Leaving humanity.	1
742	Left lung is pinking up.	1
743	Left-sided pain means it could be angina, which is made worse by stress.	1
744	Lemierre's Syndrome.	1
745	let her be better off without you.	1
746	Let me down.	1
747	Let me know how it goes.	1
748	Let me see them.	1
749	Let me start with an allegory.	1
750	Let me worry about logistics.	1
751	Let Rodrigo do this.	1
752	Let the record show that we are officially convening a disciplinary hearing regarding the events of February 3, 2012 in patient room 209.	1
753	Let them spend five minutes together.	1
754	Lets everyone know that you're not a teenage girl.	1
755	Let's finish this up.	1
756	Let's get out of here first.	1
757	Let's get out of here.	1
758	Let's get that thing out of there before it does any more damage.	1
759	Let's get the lungs on treatment.	1
760	Let's go through it point by point.	1
761	Let's go! Hey! Wait.	1
762	Let's go.	1
763	Let's hug it out.	1
764	Let's just hope no one cut the wrong wire, eh?	1
765	Let's let it drop.	1
766	Let's look at segmental wall motion abnormalities.	1
767	Let's release him.	1
768	Let's run the test for normal pressure hydrocephalus.	1
769	Let's see if this helps.	1
770	Let's try the medication first.	1
771	Lie on the ground with your hands behind your head.	1
772	Life with mom and dad was kind of a drag.	1
773	Lighten the anesthesia.	1
774	Lightheadedness?	1
775	Like an idiot, I went out with my girlfriends to pretend I have a life, when all I did was flirt with guys who'd have no interest in a mom, miss the baby I couldn't wait to get rid of, and then get yelled at by my mom for staying out too late.	1
776	Like an ironic thing?	1
777	Like he loves our kids more.	1
778	Like now.	1
779	Like some part of him gets what he's putting his wife through, so he tried to-- kill himself?	1
780	Just like sane people can be illogical.	1
781	Just like you.	1
782	Just look at the light.	1
783	Just making an observation.	1
784	Just not a great influence.	1
785	Just one life, until the other one's mommy meets someone nicer than you.	1
786	Just one thing.	1
787	Just really love being a doctor so much.	1
788	Just relax.	1
789	Just sitting and praying.	1
790	Just so much and no more.	1
791	Just some irritation from lying in bed all day.	1
792	Just take it.	1
793	Just tell him about your parents or make up a lie.	1
794	Just tell me what's safe to inject in his thigh.	1
795	Just tell me your initial theory.	1
796	Just thought you might need someone to talk to about it.	1
797	Just to get his money.	1
798	Just trying to help you out here.	1
799	Just trying to understand you.	1
800	Just two more questions.	1
801	Just wanted to make sure all three were inside.	1
802	Just when they're beginning to, uh.	1
803	Just wrong about what?	1
804	It's our only choice.	1
805	It's part of the job.	1
806	It's plugged.	1
807	It's possible.	1
808	It's pretty genius.	1
809	It's probably aseptic meningitis.	1
810	It's probably from my seat belt.	1
811	It's probably nothing.	1
812	It's really screwed up to romanticize it.	1
813	It's Reye's syndrome.	1
814	It's silver.	1
815	It's Sophie.	1
816	It's stuck.	1
817	It's temperature that sets it off, not force.	1
818	It's the autumn.	1
819	It's the best thing for him.	1
820	It's the fundamental drive of our species.	1
821	It's the greatest mystery there is-- the theory of everything.	1
822	It's the mind's response to a severe trauma.	1
823	It's the most famous conjoined twins in history.	1
824	It's the neurochemical basis for bonding.	1
825	It's the same principle.	1
826	It's the silence, the contemplation, the order.	1
827	It's the stench of moralizing.	1
828	It's the swab for wheat-based allergies.	1
829	It's this new curve control thing.	1
830	It's tissue inflammation.	1
831	It's too late.	1
832	It's uncomfortable, isn't it?	1
833	It's under control.	1
834	It's up and running again.	1
835	It's usually a sign of a skull fracture.	1
836	It's what I'd do if I were him.	1
837	It's what my dad wants.	1
838	It's where we had our first date.	1
839	It's why I wanted to work with you.	1
840	It's your choice to make House a useful tool or a monkey wrench.	1
841	It's your first day back-- See?	1
842	It's your own fault.	1
843	It's your perfect patient.	1
844	It's, um.	1
845	It's.	1
846	It's--it's.	1
847	IV immunosuppressant to treat.	1
848	IV penicillin and anti-TNF antibodies, he'll be fine.	1
849	I've already fended off six of your blitzkriegs in a row.	1
850	I've already got a religion.	1
851	I've always dreamed of living in an abandoned house with mold.	1
852	I've been considering applying to Doctors Without Borders.	1
853	I've been eating wheat my entire life.	1
854	I've been experiencing weight gain, fatigue, and sluggishness.	1
855	I've been gaining more weight.	1
856	I've been ripping you all off for years.	1
857	I've been saying all along this could be Whipple's.	1
858	I've been second-guessing myself all day.	1
859	I've been trying to persuade the mother, but it's her son, so it's her call.	1
860	I've been waiting my entire life for that.	1
861	I've been waiting to do this for months.	1
862	I've decided that I would be doing this hospital a disservice if I did anything to change that process.	1
863	I've got an internship that starts in three weeks.	1
864	I've got it.	1
865	I've got only two years left in my stretch.	1
866	I've had dreams about this.	1
867	I've heard he's a wiggler.	1
868	I've informed Social Services of the mistake and given Jane Doe's description to the cops.	1
869	I've known my husband longer with his Alzheimer's than without.	1
870	I've never been hit in the eye before.	1
871	I've only been in here one week.	1
872	I've paged a team of our best doctors.	1
873	I've ruled out Wegener's, Berger's, heavy metal poison-- two trains are about to collide, and I'm trying to talk them out of it.	1
874	I've seen how you disrespect those patients.	1
875	I've spoken with Dr.	1
876	I've surfed all over the gold coast.	1
877	I've tapped over 30 guys and never wanted to see most of them again.	1
878	I've thought about it, but I'd probably end up shooting someone in my own family, like when my brother tosses his toenail clippings behind the couch.	1
